Date,Open,High,Low,Close,Adj Close,Volume
2019-02-25,77.000000,77.129997,76.480003,76.510002,70.024979,10108500
2019-02-26,76.309998,82.660004,76.279999,76.300003,69.832802,11730800
2019-02-27,76.169998,76.669998,75.889999,76.599998,70.107338,8033300
2019-02-28,76.610001,76.650002,76.290001,76.339996,69.869400,8531300
2019-03-01,76.910004,77.099998,76.010002,76.410004,69.933456,12786600
2019-03-04,76.769997,77.099998,75.480003,76.070000,69.622292,19150400
2019-03-05,76.110001,76.279999,75.559998,75.580002,69.173820,13820500
2019-03-06,75.470001,75.610001,74.849998,74.870003,68.524002,18468400
2019-03-07,74.680000,74.800003,73.769997,74.419998,68.112152,19104700
2019-03-08,73.709999,74.300003,73.610001,74.269997,67.974831,14341300
2019-03-11,73.209999,74.930000,73.040001,74.900002,68.551453,15298200
2019-03-12,74.800003,74.889999,74.139999,74.279999,67.984001,17995800
2019-03-13,74.550003,75.180000,74.459999,74.930000,68.578896,13387900
2019-03-14,74.919998,75.110001,74.489998,74.680000,68.350098,9636500
2019-03-15,74.339996,74.519997,73.849998,73.989998,68.108925,24900000
2019-03-18,73.879997,74.769997,73.800003,74.709999,68.771675,10313900
2019-03-19,74.959999,75.220001,74.160004,74.440002,68.523148,10778100
2019-03-20,74.250000,74.529999,73.519997,73.930000,68.053696,11259400
2019-03-21,73.709999,74.800003,73.650002,74.639999,68.707253,10638600
2019-03-22,74.220001,74.269997,72.900002,72.949997,67.151581,18004400
2019-03-25,72.970001,73.510002,72.790001,73.120003,67.308067,12372800
2019-03-26,73.639999,73.910004,73.160004,73.610001,67.759132,10524000
2019-03-27,73.629997,74.029999,73.139999,73.690002,67.832771,10556100
2019-03-28,73.900002,74.330002,73.690002,74.230003,68.329857,10030100
2019-03-29,74.720001,75.089996,74.660004,75.029999,69.066261,10138800
2019-04-01,75.720001,76.699997,75.669998,76.580002,70.493042,15531000
2019-04-02,76.620003,76.820000,76.360001,76.550003,70.465446,10397600
2019-04-03,76.860001,76.959999,76.120003,76.320000,70.253723,12726000
2019-04-04,76.279999,77.059998,76.269997,76.790001,70.686356,9236600
2019-04-05,77.080002,77.250000,76.889999,77.010002,70.888878,7531000
2019-04-08,76.430000,76.699997,76.099998,76.680000,70.585114,8819100
2019-04-09,76.150002,76.180000,75.510002,75.639999,69.627769,9814500
2019-04-10,75.699997,75.779999,75.160004,75.620003,69.609352,13974700
2019-04-11,75.639999,76.349998,75.589996,76.269997,70.207680,9532200
2019-04-12,77.010002,77.279999,76.739998,77.279999,71.137405,11175100
2019-04-15,77.169998,77.330002,76.739998,76.849998,70.741592,7368100
2019-04-16,77.110001,77.419998,76.930000,77.320000,71.174248,7101600
2019-04-17,77.779999,77.989998,77.400002,77.419998,71.266281,10363900
2019-04-18,77.739998,78.419998,77.739998,78.309998,72.085548,13192700
2019-04-22,78.010002,78.250000,77.690002,78.070000,71.864624,6477700
2019-04-23,78.300003,78.910004,78.059998,78.750000,72.490570,13760500
2019-04-24,78.750000,78.949997,78.489998,78.519997,72.278862,7718000
2019-04-25,77.639999,77.660004,76.589996,76.940002,70.824448,12555900
2019-04-26,76.980003,77.519997,76.839996,77.519997,71.358353,12262600
2019-04-29,77.519997,77.949997,77.430000,77.699997,71.524025,8759000
2019-04-30,78.019997,78.220001,77.349998,78.010002,71.809380,9546700
2019-05-01,78.250000,78.500000,77.500000,77.500000,71.339912,16918700
2019-05-02,77.309998,77.629997,76.809998,77.459999,71.303116,16360900
2019-05-03,77.730003,78.470001,77.730003,78.400002,72.168388,12904100
2019-05-06,76.760002,77.790001,76.699997,77.650002,71.478012,11928800
2019-05-07,76.699997,76.849998,75.489998,76.080002,70.032806,18355800
2019-05-08,75.940002,76.610001,75.830002,76.080002,70.032806,16464800
2019-05-09,75.279999,76.099998,74.830002,75.970001,69.931534,14923700
2019-05-10,75.470001,76.459999,74.589996,76.269997,70.207680,17419800
