Date,Open,High,Low,Close,Adj Close,Volume
2019-02-25,93.019997,93.239998,92.610001,92.680000,84.993126,7652600
2019-02-26,92.470001,92.720001,92.239998,92.349998,84.690506,7288000
2019-02-27,92.040001,92.360001,91.610001,91.919998,84.296181,9827600
2019-02-28,91.750000,92.250000,91.550003,91.650002,84.048576,9464100
2019-03-01,92.220001,93.080002,92.139999,92.949997,85.240768,10795200
2019-03-04,93.279999,93.449997,91.059998,91.690002,84.085258,15208400
2019-03-05,91.730003,91.970001,91.169998,91.639999,84.039398,13591700
2019-03-06,91.650002,91.769997,90.050003,90.300003,82.810555,11662400
2019-03-07,90.169998,90.360001,89.279999,89.589996,82.159416,14430700
2019-03-08,89.110001,89.449997,88.629997,89.400002,81.985184,11531200
2019-03-11,89.639999,90.500000,89.379997,90.419998,82.920586,9694300
2019-03-12,90.650002,91.290001,90.519997,91.080002,83.525856,8981600
2019-03-13,91.349998,92.309998,91.290001,92.059998,84.424576,10098300
2019-03-14,92.029999,92.150002,91.580002,91.910004,84.287010,9283800
2019-03-15,91.730003,92.139999,91.410004,91.989998,84.674530,10219400
2019-03-18,92.080002,92.169998,91.519997,91.849998,84.545662,7183500
2019-03-19,92.169998,92.839996,91.839996,92.580002,85.217598,11308700
2019-03-20,92.470001,92.580002,91.580002,91.940002,84.628502,11123700
2019-03-21,91.169998,92.440002,91.040001,92.300003,84.959885,7398200
2019-03-22,91.900002,92.239998,90.599998,90.620003,83.413475,12162600
2019-03-25,90.779999,90.860001,89.919998,90.570000,83.367455,9893300
2019-03-26,91.099998,91.769997,90.550003,91.190002,83.938148,8107200
2019-03-27,91.080002,91.290001,89.800003,90.430000,83.238564,10817400
2019-03-28,90.699997,90.910004,90.190002,90.660004,83.450294,6726800
2019-03-29,91.199997,91.830002,91.000000,91.750000,84.453621,10120900
2019-04-01,92.309998,92.449997,91.680000,91.889999,84.582458,9082000
2019-04-02,91.910004,92.050003,91.510002,91.680000,84.389183,7002200
2019-04-03,92.089996,92.139999,91.290001,91.559998,84.278717,7398700
2019-04-04,91.639999,91.750000,90.839996,91.370003,84.103828,9212400
2019-04-05,91.589996,92.160004,91.529999,92.000000,84.683746,6262000
2019-04-08,91.930000,92.070000,91.330002,91.980003,84.665321,5961200
2019-04-09,91.660004,91.940002,91.410004,91.739998,84.444412,7207600
2019-04-10,91.849998,92.019997,91.610001,91.769997,84.472015,5433400
2019-04-11,91.970001,92.019997,90.239998,90.639999,83.431877,8534200
2019-04-12,90.989998,91.019997,89.660004,89.809998,82.667877,11659000
2019-04-15,89.919998,90.239998,89.750000,90.169998,82.999260,7921900
2019-04-16,90.919998,91.029999,88.169998,88.320000,81.296379,14857100
2019-04-17,88.620003,88.639999,85.330002,85.779999,78.958351,34381800
2019-04-18,86.040001,86.449997,84.650002,85.919998,79.087227,35300900
2019-04-22,85.779999,86.470001,85.510002,85.970001,79.133278,18717700
2019-04-23,85.940002,87.790001,85.790001,87.330002,80.385086,30503400
2019-04-24,87.360001,87.540001,86.839996,87.230003,80.293045,14612800
2019-04-25,87.040001,88.389999,86.680000,88.129997,81.121483,16166400
2019-04-26,88.250000,89.040001,88.059998,89.010002,81.931519,11321700
2019-04-29,89.040001,89.199997,88.470001,88.849998,81.784241,13264400
2019-04-30,89.110001,89.430000,88.480003,89.260002,82.161636,11750900
2019-05-01,89.379997,89.730003,88.599998,89.099998,82.014374,25596400
2019-05-02,89.010002,89.570000,88.500000,89.480003,82.364136,18927500
2019-05-03,89.730003,90.190002,89.580002,90.160004,82.990059,13624000
2019-05-06,88.849998,90.849998,88.699997,90.620003,83.413475,25168300
2019-05-07,89.919998,90.360001,88.360001,88.879997,81.811836,18011600
2019-05-08,88.839996,89.480003,88.339996,89.070000,81.986755,13783300
2019-05-09,88.279999,89.169998,87.860001,88.879997,81.811836,15692300
2019-05-10,88.589996,89.139999,87.010002,88.910004,81.839462,17771800
2019-05-13,87.400002,88.860001,86.900002,87.239998,80.302269,17436000
2019-05-14,87.639999,88.290001,87.470001,87.680000,80.707283,13147000
2019-05-15,87.220001,88.239998,86.830002,87.940002,80.946602,10587700
2019-05-16,88.129997,89.389999,88.070000,88.629997,81.581734,15124000
2019-05-17,87.900002,89.139999,87.900002,88.440002,81.406822,13354100
2019-05-20,88.059998,88.680000,87.750000,88.400002,81.370041,10757400
2019-05-21,88.900002,89.610001,88.839996,89.230003,82.134010,11690600
2019-05-22,88.970001,89.940002,88.889999,89.739998,82.603447,9021800
2019-05-23,89.290001,89.430000,88.680000,89.430000,82.318108,13545300
2019-05-24,89.739998,90.099998,89.339996,89.559998,82.437767,9986400
2019-05-28,89.639999,90.180000,88.269997,88.279999,81.259567,20796000
2019-05-29,87.849998,87.860001,86.820000,87.430000,80.477173,16302700
2019-05-30,87.599998,88.050003,87.510002,87.910004,80.918968,12457600
2019-05-31,87.339996,87.690002,86.769997,87.279999,80.339081,10712900
2019-06-03,87.360001,88.239998,87.309998,87.489998,80.532379,19371000
2019-06-04,88.220001,89.089996,88.110001,88.940002,81.867073,15837200
2019-06-05,89.589996,89.820000,88.970001,89.610001,82.483772,24291700
2019-06-06,89.750000,90.430000,89.540001,90.070000,82.907219,18840900
2019-06-07,90.360001,91.230003,90.330002,91.010002,83.772469,9302700
2019-06-10,91.290001,91.580002,90.949997,91.279999,84.020996,8552800
2019-06-11,91.730003,91.959999,90.900002,91.129997,83.882919,8317900
2019-06-12,91.150002,91.599998,91.059998,91.570000,84.287926,5799200
2019-06-13,91.730003,91.730003,91.099998,91.459999,84.186668,9031800
2019-06-14,91.500000,91.769997,91.180000,91.250000,83.993385,5056300
2019-06-17,91.339996,91.720001,91.209999,91.660004,84.370766,4861500
2019-06-18,92.120003,92.760002,91.940002,92.440002,85.088745,7979600
2019-06-19,92.459999,93.480003,92.400002,93.269997,85.852722,6988100
2019-06-20,94.040001,94.330002,93.139999,93.680000,86.230125,9241200
2019-06-21,93.190002,93.910004,92.660004,93.730003,86.644264,9026100
2019-06-24,93.610001,93.669998,93.070000,93.239998,86.191292,6493600
2019-06-25,93.309998,93.739998,92.769997,92.860001,85.840019,14930600
2019-06-26,92.989998,93.000000,91.500000,91.690002,84.758484,10498400
2019-06-27,92.010002,92.510002,91.830002,92.330002,85.350113,7416200
2019-06-28,92.370003,92.720001,91.839996,92.639999,85.636658,9390600
2019-07-01,93.370003,93.410004,92.720001,93.099998,86.061882,7797200
2019-07-02,93.180000,93.599998,92.650002,93.599998,86.524086,7952500
2019-07-03,93.809998,94.419998,93.800003,94.400002,87.263603,4066000
2019-07-05,94.000000,94.230003,93.540001,93.750000,86.662750,5934300
2019-07-08,93.389999,93.419998,92.620003,93.050003,86.015678,15202000
2019-07-09,92.709999,93.239998,92.699997,93.139999,86.098869,5537300
